SECONDS,PID,VALUE,UNITS,interval,classification
24.672000000005937,Vehicle speed,78.9141414141414,mph,8,Slow
24.673000000002503,Instant engine power (based on fuel consumption),848.893352979866,hp,8,Slow
25.27400000000489,Instant engine power (based on fuel consumption),424.446676489933,hp,8,Slow
25.27400000000489,Vehicle speed,26.7189612662054,mph,8,Slow
25.874000000003434,Instant engine power (based on fuel consumption),1157.58184497254,hp,8,Slow
25.874000000003434,Vehicle speed,13.6701662292213,mph,8,Slow
26.476000000002387,Engine RPM,2616.0,rpm,8,Slow
26.476000000002387,Instant engine power (based on fuel consumption),1427.68427546614,hp,8,Slow
26.476000000002387,Vehicle speed,109.982701026008,mph,8,Slow
27.077000000004773,Engine RPM,6806.0,rpm,9,Normal
27.077000000004773,Vehicle speed,14.2915374214587,mph,9,Normal
27.677999999999884,Engine RPM,1396.0,rpm,9,Normal
27.677999999999884,Instant engine power (based on fuel consumption),1562.73549071293,hp,9,Normal
27.677999999999884,Vehicle speed,26.7189612662054,mph,9,Normal
28.27900000000227,Engine RPM,3023.0,rpm,9,Normal
28.27900000000227,Instant engine power (based on fuel consumption),1755.66579820836,hp,9,Normal
28.27900000000227,Vehicle speed,46.6028394178,mph,9,Normal
28.88300000000163,Instant engine power (based on fuel consumption),501.618799488103,hp,9,Normal
28.88300000000163,Vehicle speed,17.3983933826453,mph,9,Normal
29.485000000000582,Engine RPM,3606.0,rpm,9,Normal
29.485000000000582,Instant engine power (based on fuel consumption),1485.56336771477,hp,9,Normal
29.485000000000582,Vehicle speed,119.924640101805,mph,9,Normal
30.084999999999127,Engine RPM,6253.0,rpm,10,Slow
30.084999999999127,Instant engine power (based on fuel consumption),1234.75396797071,hp,10,Slow
30.084999999999127,Vehicle speed,27.3403324584427,mph,10,Slow
30.70100000000093,Engine RPM,938.0,rpm,10,Slow
30.70100000000093,Instant engine power (based on fuel consumption),192.930307495424,hp,10,Slow
30.70100000000093,Vehicle speed,119.303268909568,mph,10,Slow
31.300999999999476,Engine RPM,3434.0,rpm,10,Slow
31.300999999999476,Instant engine power (based on fuel consumption),559.49789173673,hp,10,Slow
31.300999999999476,Vehicle speed,13.6701662292213,mph,10,Slow
31.90400000000227,Engine RPM,3412.0,rpm,10,Slow
31.90400000000227,Instant engine power (based on fuel consumption),1118.99578347346,hp,10,Slow
31.90400000000227,Vehicle speed,80.7782549908534,mph,10,Slow
32.50600000000122,Engine RPM,2885.0,rpm,10,Slow
32.50600000000122,Instant engine power (based on fuel consumption),1350.51215246797,hp,10,Slow
32.50600000000122,Vehicle speed,52.8165513401734,mph,10,Slow
33.10599999999977,Engine RPM,3682.0,rpm,11,Normal
33.10599999999977,Instant engine power (based on fuel consumption),1794.25185970744,hp,11,Normal
33.10599999999977,Vehicle speed,118.681897717331,mph,11,Normal
33.707000000002154,Engine RPM,4908.0,rpm,11,Normal
33.707000000002154,Instant engine power (based on fuel consumption),1176.87487572209,hp,11,Normal
33.707000000002154,Vehicle speed,88.2347092977014,mph,11,Normal
34.31300000000192,Engine RPM,2218.0,rpm,11,Normal
34.31300000000192,Instant engine power (based on fuel consumption),1118.99578347346,hp,11,Normal
34.31300000000192,Vehicle speed,136.080291099976,mph,11,Normal
34.91400000000431,Engine RPM,1970.0,rpm,11,Normal
34.91400000000431,Vehicle speed,51.5738089556987,mph,11,Normal
34.91500000000087,Instant engine power (based on fuel consumption),154.344245996339,hp,11,Normal
35.51600000000326,Instant engine power (based on fuel consumption),617.376983985357,hp,11,Normal
35.51600000000326,Vehicle speed,130.48795036984,mph,11,Normal
36.117000000005646,Engine RPM,6145.0,rpm,12,Aggressive
36.117000000005646,Instant engine power (based on fuel consumption),1601.32155221202,hp,12,Aggressive
36.117000000005646,Vehicle speed,87.6133381054641,mph,12,Aggressive
36.71800000000076,Engine RPM,5128.0,rpm,12,Aggressive
36.71800000000076,Instant engine power (based on fuel consumption),135.051215246797,hp,12,Aggressive
36.71800000000076,Vehicle speed,47.8455818022747,mph,12,Aggressive
37.31900000000314,Engine RPM,6736.0,rpm,12,Aggressive
37.31900000000314,Instant engine power (based on fuel consumption),1910.0100442047,hp,12,Aggressive
37.31900000000314,Vehicle speed,111.225443410483,mph,12,Aggressive
37.92000000000553,Instant engine power (based on fuel consumption),1427.68427546614,hp,12,Aggressive
37.92000000000553,Vehicle speed,27.3403324584427,mph,12,Aggressive
38.52200000000448,Engine RPM,4159.0,rpm,12,Aggressive
38.52200000000448,Instant engine power (based on fuel consumption),868.186383729408,hp,12,Aggressive
38.52200000000448,Vehicle speed,26.097590073968,mph,12,Aggressive
39.12299999999959,Instant engine power (based on fuel consumption),1736.37276745882,hp,13,Aggressive
39.12299999999959,Vehicle speed,37.9036427264774,mph,13,Aggressive
39.72500000000582,Engine RPM,5720.0,rpm,13,Aggressive
39.72500000000582,Instant engine power (based on fuel consumption),154.344245996339,hp,13,Aggressive
39.72500000000582,Vehicle speed,60.8943768392587,mph,13,Aggressive
40.325000000004366,Engine RPM,4187.0,rpm,13,Aggressive
40.325000000004366,Vehicle speed,55.3020361091227,mph,13,Aggressive
40.925999999999476,Engine RPM,3124.0,rpm,13,Aggressive
40.925999999999476,Instant engine power (based on fuel consumption),1852.13095195607,hp,13,Aggressive
40.925999999999476,Vehicle speed,95.0697924123121,mph,13,Aggressive
41.52700000000186,Engine RPM,5316.0,rpm,13,Aggressive
41.52700000000186,Instant engine power (based on fuel consumption),1003.23759897621,hp,13,Aggressive
41.52700000000186,Vehicle speed,128.623836793128,mph,13,Aggressive
42.12800000000425,Engine RPM,6195.0,rpm,14,Normal
42.12800000000425,Instant engine power (based on fuel consumption),1871.42398270561,hp,14,Normal
42.12800000000425,Vehicle speed,58.4088920703094,mph,14,Normal
42.728000000002794,Engine RPM,900.0,rpm,14,Normal
42.728000000002794,Vehicle speed,77.6713990296667,mph,14,Normal
42.72899999999936,Instant engine power (based on fuel consumption),733.135168482611,hp,14,Normal
43.32900000000518,Engine RPM,1259.0,rpm,14,Normal
43.32900000000518,Instant engine power (based on fuel consumption),1176.87487572209,hp,14,Normal
43.32900000000518,Vehicle speed,47.2242106100374,mph,14,Normal
43.93000000000029,Engine RPM,6447.0,rpm,14,Normal
43.93000000000029,Instant engine power (based on fuel consumption),347.274553491763,hp,14,Normal
43.93000000000029,Vehicle speed,2.48548476894934,mph,14,Normal
44.53100000000268,Engine RPM,6107.0,rpm,14,Normal
44.53100000000268,Vehicle speed,42.874612264376,mph,14,Normal
45.13100000000122,Engine RPM,3481.0,rpm,15,Aggressive
45.13100000000122,Vehicle speed,17.3983933826453,mph,15,Aggressive
45.132000000005064,Instant engine power (based on fuel consumption),1369.80518321751,hp,15,Aggressive
45.733000000000175,Engine RPM,2338.0,rpm,15,Aggressive
45.733000000000175,Instant engine power (based on fuel consumption),1350.51215246797,hp,15,Aggressive
45.733000000000175,Vehicle speed,45.9814682255627,mph,15,Aggressive
46.33499999999913,Engine RPM,6409.0,rpm,15,Aggressive
46.33499999999913,Instant engine power (based on fuel consumption),1813.54489045699,hp,15,Aggressive
46.33499999999913,Vehicle speed,127.381094408653,mph,15,Aggressive
46.937000000005355,Engine RPM,2536.0,rpm,15,Aggressive
46.937000000005355,Instant engine power (based on fuel consumption),675.256076233984,hp,15,Aggressive
46.937000000005355,Vehicle speed,45.3600970333254,mph,15,Aggressive
47.5370000000039,Engine RPM,4235.0,rpm,15,Aggressive
47.5370000000039,Instant engine power (based on fuel consumption),1254.04699872026,hp,15,Aggressive
47.5370000000039,Vehicle speed,113.710928179432,mph,15,Aggressive
48.13799999999901,Instant engine power (based on fuel consumption),1215.46093722117,hp,16,Slow
48.13799999999901,Vehicle speed,36.6609003420027,mph,16,Slow
48.74000000000524,Engine RPM,6260.0,rpm,16,Slow
48.74000000000524,Instant engine power (based on fuel consumption),192.930307495424,hp,16,Slow
48.74000000000524,Vehicle speed,1.864113576712,mph,16,Slow
49.34100000000035,Engine RPM,1392.0,rpm,16,Slow
49.34100000000035,Instant engine power (based on fuel consumption),501.618799488103,hp,16,Slow
49.34100000000035,Vehicle speed,100.662133142448,mph,16,Slow
49.94400000000314,Engine RPM,3571.0,rpm,16,Slow
49.94400000000314,Instant engine power (based on fuel consumption),540.204860987187,hp,16,Slow
49.94400000000314,Vehicle speed,95.6911636045494,mph,16,Slow
50.54500000000553,Engine RPM,1803.0,rpm,16,Slow
50.546000000002095,Instant engine power (based on fuel consumption),1215.46093722117,hp,16,Slow
50.546000000002095,Vehicle speed,89.4774516821761,mph,16,Slow
51.14700000000448,Engine RPM,6827.0,rpm,17,Aggressive
51.14700000000448,Instant engine power (based on fuel consumption),945.358506727578,hp,17,Aggressive
51.14700000000448,Vehicle acceleration,15.4647523463711,m/s²,17,Aggressive
51.14700000000448,Vehicle speed,85.1278533365147,mph,17,Aggressive
51.74700000000303,Engine RPM,2750.0,rpm,17,Aggressive
51.74700000000303,Vehicle speed,87.6133381054641,mph,17,Aggressive
51.74799999999959,Instant engine power (based on fuel consumption),1910.0100442047,hp,17,Aggressive
52.34800000000541,Engine RPM,5435.0,rpm,17,Aggressive
52.34800000000541,Instant engine power (based on fuel consumption),713.842137733069,hp,17,Aggressive
52.34800000000541,Vehicle speed,127.381094408653,mph,17,Aggressive
52.950000000004366,Engine RPM,5306.0,rpm,17,Aggressive
52.950000000004366,Instant engine power (based on fuel consumption),1678.49367521019,hp,17,Aggressive
52.950000000004366,Vehicle speed,105.633102680347,mph,17,Aggressive
53.550999999999476,Engine RPM,5747.0,rpm,17,Aggressive
53.550999999999476,Instant engine power (based on fuel consumption),1524.14942921385,hp,17,Aggressive
53.550999999999476,Vehicle speed,110.604072218245,mph,17,Aggressive
54.15200000000186,Engine RPM,1635.0,rpm,18,Normal
54.15200000000186,Instant engine power (based on fuel consumption),1350.51215246797,hp,18,Normal
54.15200000000186,Vehicle speed,62.1371192237334,mph,18,Normal
54.75300000000425,Engine RPM,3485.0,rpm,18,Normal
54.75300000000425,Instant engine power (based on fuel consumption),578.790922486272,hp,18,Normal
54.75300000000425,Vehicle speed,113.710928179432,mph,18,Normal
55.353000000002794,Engine RPM,4564.0,rpm,18,Normal
55.353000000002794,Vehicle speed,65.2439751849201,mph,18,Normal
55.35399999999936,Instant engine power (based on fuel consumption),1427.68427546614,hp,18,Normal
55.955000000001746,Engine RPM,3530.0,rpm,18,Normal
55.955000000001746,Instant engine power (based on fuel consumption),1601.32155221202,hp,18,Normal
55.955000000001746,Vehicle speed,59.0302632625467,mph,18,Normal
56.55600000000413,Vehicle acceleration,-8.54959973338928,m/s²,18,Normal
56.55600000000413,Vehicle speed,16.1556509981707,mph,18,Normal
56.5570000000007,Instant engine power (based on fuel consumption),655.963045484442,hp,18,Normal
57.15699999999924,Engine RPM,4705.0,rpm,19,Aggressive
57.15699999999924,Instant engine power (based on fuel consumption),1736.37276745882,hp,19,Aggressive
57.15699999999924,Vehicle speed,64.6226039926827,mph,19,Aggressive
57.75800000000163,Engine RPM,2735.0,rpm,19,Aggressive
57.75800000000163,Instant engine power (based on fuel consumption),945.358506727578,hp,19,Aggressive
57.75800000000163,Vehicle speed,123.031496062992,mph,19,Aggressive
58.358000000000175,Vehicle speed,91.3415652588881,mph,19,Aggressive
58.359000000004016,Instant engine power (based on fuel consumption),1427.68427546614,hp,19,Aggressive
58.95900000000256,Engine RPM,5988.0,rpm,19,Aggressive
58.95900000000256,Vehicle speed,1.24274238447467,mph,19,Aggressive
58.95999999999913,Instant engine power (based on fuel consumption),810.307291480781,hp,19,Aggressive
59.56000000000495,Engine RPM,6471.0,rpm,19,Aggressive
59.56000000000495,Instant engine power (based on fuel consumption),1311.92609096888,hp,19,Aggressive
59.56000000000495,Vehicle speed,123.031496062992,mph,19,Aggressive
60.16100000000006,Engine RPM,6683.0,rpm,20,Normal
60.16100000000006,Instant engine power (based on fuel consumption),1910.0100442047,hp,20,Normal
60.16100000000006,Vehicle speed,129.245207985365,mph,20,Normal
60.76299999999901,Engine RPM,1663.0,rpm,20,Normal
60.76299999999901,Instant engine power (based on fuel consumption),347.274553491763,hp,20,Normal
60.76299999999901,Vehicle speed,38.5250139187147,mph,20,Normal
61.3640000000014,Instant engine power (based on fuel consumption),250.809399744051,hp,20,Normal
61.3640000000014,Vehicle speed,130.48795036984,mph,20,Normal
61.96600000000035,Engine RPM,1138.0,rpm,20,Normal
61.96600000000035,Instant engine power (based on fuel consumption),501.618799488103,hp,20,Normal
61.96600000000035,Vehicle speed,113.089556987195,mph,20,Normal
62.567000000002736,Engine RPM,5871.0,rpm,20,Normal
62.567000000002736,Instant engine power (based on fuel consumption),983.944568226663,hp,20,Normal
62.567000000002736,Vehicle speed,21.1266205360694,mph,20,Normal
63.16800000000512,Instant engine power (based on fuel consumption),212.223338244966,hp,21,Slow
63.16800000000512,Vehicle acceleration,-6.5828513092432,m/s²,21,Slow
63.16800000000512,Vehicle speed,3.10685596118667,mph,21,Slow
63.76900000000023,Engine RPM,3447.0,rpm,21,Slow
63.76900000000023,Instant engine power (based on fuel consumption),270.102430493594,hp,21,Slow
63.76900000000023,Vehicle speed,33.554044380816,mph,21,Slow
64.37000000000262,Instant engine power (based on fuel consumption),1736.37276745882,hp,21,Slow
64.37000000000262,Vehicle speed,49.7096953789867,mph,21,Slow
64.971000000005,Engine RPM,2247.0,rpm,21,Slow
64.971000000005,Instant engine power (based on fuel consumption),1234.75396797071,hp,21,Slow
64.971000000005,Vehicle speed,5.59234073013601,mph,21,Slow
65.57200000000012,Engine RPM,6612.0,rpm,21,Slow
65.57200000000012,Vehicle speed,50.9524377634614,mph,21,Slow
65.57300000000396,Instant engine power (based on fuel consumption),887.479414478951,hp,21,Slow
66.1730000000025,Engine RPM,6570.0,rpm,22,Normal
66.1730000000025,Vehicle speed,129.866579177603,mph,22,Normal
66.17399999999907,Instant engine power (based on fuel consumption),154.344245996339,hp,22,Normal
66.77400000000489,Engine RPM,2760.0,rpm,22,Normal
66.77400000000489,Vehicle speed,7.45645430684801,mph,22,Normal
66.77500000000146,Instant engine power (based on fuel consumption),327.981522742221,hp,22,Normal
67.37600000000384,Engine RPM,4911.0,rpm,22,Normal
67.37600000000384,Instant engine power (based on fuel consumption),1871.42398270561,hp,22,Normal
67.37600000000384,Vehicle speed,95.0697924123121,mph,22,Normal
67.97699999999895,Engine RPM,1800.0,rpm,22,Normal
67.97699999999895,Instant engine power (based on fuel consumption),1678.49367521019,hp,22,Normal
67.97699999999895,Vehicle speed,26.7189612662054,mph,22,Normal
68.57700000000477,Engine RPM,3277.0,rpm,22,Normal
68.57700000000477,Instant engine power (based on fuel consumption),752.428199232154,hp,22,Normal
68.57700000000477,Vehicle speed,101.283504334685,mph,22,Normal
69.17799999999988,Instant engine power (based on fuel consumption),366.567584241306,hp,23,Normal
69.17799999999988,Vehicle speed,103.147617911397,mph,23,Normal
69.77900000000227,Engine RPM,3372.0,rpm,23,Normal
69.77900000000227,Instant engine power (based on fuel consumption),868.186383729408,hp,23,Normal
69.77900000000227,Vehicle speed,42.2532410721387,mph,23,Normal
70.38100000000122,Engine RPM,1970.0,rpm,23,Normal
70.38100000000122,Instant engine power (based on fuel consumption),1041.82366047529,hp,23,Normal
70.38100000000122,Vehicle speed,21.1266205360694,mph,23,Normal
70.98200000000361,Engine RPM,3767.0,rpm,23,Normal
70.98200000000361,Instant engine power (based on fuel consumption),848.893352979866,hp,23,Normal
70.98200000000361,Vehicle speed,84.5064821442774,mph,23,Normal
71.583000000006,Engine RPM,4679.0,rpm,23,Normal
71.583000000006,Instant engine power (based on fuel consumption),1389.09821396705,hp,23,Normal
71.583000000006,Vehicle speed,109.361329833771,mph,23,Normal
72.18500000000495,Engine RPM,4724.0,rpm,24,Normal
72.18500000000495,Instant engine power (based on fuel consumption),1118.99578347346,hp,24,Normal
72.18500000000495,Vehicle speed,80.1568837986161,mph,24,Normal
72.78500000000349,Engine RPM,6620.0,rpm,24,Normal
72.78500000000349,Instant engine power (based on fuel consumption),598.083953235815,hp,24,Normal
72.78500000000349,Vehicle speed,26.7189612662054,mph,24,Normal
73.38500000000204,Engine RPM,5777.0,rpm,24,Normal
73.38500000000204,Vehicle speed,113.089556987195,mph,24,Normal
73.38600000000588,Instant engine power (based on fuel consumption),540.204860987187,hp,24,Normal
73.98700000000099,Engine RPM,6539.0,rpm,24,Normal
73.98700000000099,Instant engine power (based on fuel consumption),1813.54489045699,hp,24,Normal
73.98700000000099,Vehicle speed,123.031496062992,mph,24,Normal
74.58800000000338,Engine RPM,1433.0,rpm,24,Normal
74.58800000000338,Instant engine power (based on fuel consumption),173.637276745882,hp,24,Normal
74.58800000000338,Vehicle speed,108.739958641533,mph,24,Normal
75.18900000000576,Instant engine power (based on fuel consumption),463.032737989018,hp,25,Normal
75.18900000000576,Vehicle speed,41.010498687664,mph,25,Normal
75.79000000000087,Engine RPM,4114.0,rpm,25,Normal
75.79000000000087,Vehicle acceleration,-14.322845702164,m/s²,25,Normal
75.79000000000087,Vehicle speed,36.0395291497654,mph,25,Normal
75.79100000000471,Instant engine power (based on fuel consumption),385.860614990848,hp,25,Normal
76.39199999999983,Engine RPM,2440.0,rpm,25,Normal
76.39199999999983,Instant engine power (based on fuel consumption),1678.49367521019,hp,25,Normal
76.39199999999983,Vehicle speed,71.4576871072934,mph,25,Normal
76.99300000000221,Engine RPM,5834.0,rpm,25,Normal
76.99300000000221,Instant engine power (based on fuel consumption),1369.80518321751,hp,25,Normal
76.99300000000221,Vehicle speed,118.060526525093,mph,25,Normal
77.59300000000076,Engine RPM,4530.0,rpm,25,Normal
77.5940000000046,Instant engine power (based on fuel consumption),1620.61458296156,hp,25,Normal
77.5940000000046,Vehicle speed,108.739958641533,mph,25,Normal
78.19600000000355,Engine RPM,1110.0,rpm,26,Normal
78.19600000000355,Instant engine power (based on fuel consumption),250.809399744051,hp,26,Normal
78.19600000000355,Vehicle speed,124.274238447467,mph,26,Normal
78.79700000000594,Engine RPM,1817.0,rpm,26,Normal
78.79700000000594,Instant engine power (based on fuel consumption),559.49789173673,hp,26,Normal
78.79700000000594,Vehicle speed,54.0592937246481,mph,26,Normal
79.39700000000448,Engine RPM,2071.0,rpm,26,Normal
79.39700000000448,Instant engine power (based on fuel consumption),1601.32155221202,hp,26,Normal
79.39700000000448,Vehicle speed,108.118587449296,mph,26,Normal
79.99799999999959,Engine RPM,5696.0,rpm,26,Normal
79.99799999999959,Instant engine power (based on fuel consumption),1041.82366047529,hp,26,Normal
79.99799999999959,Vehicle speed,26.7189612662054,mph,26,Normal
80.59900000000198,Engine RPM,5434.0,rpm,26,Normal
80.59900000000198,Instant engine power (based on fuel consumption),887.479414478951,hp,26,Normal
80.59900000000198,Vehicle speed,95.0697924123121,mph,26,Normal
81.19900000000052,Engine RPM,1115.0,rpm,27,Aggressive
81.19900000000052,Instant engine power (based on fuel consumption),1427.68427546614,hp,27,Aggressive
81.19900000000052,Vehicle speed,104.390360295872,mph,27,Aggressive
81.79899999999907,Engine RPM,2657.0,rpm,27,Aggressive
81.79899999999907,Vehicle speed,16.777022190408,mph,27,Aggressive
81.80000000000291,Instant engine power (based on fuel consumption),578.790922486272,hp,27,Aggressive
82.4010000000053,Engine RPM,6827.0,rpm,27,Aggressive
82.4010000000053,Vehicle speed,71.4576871072934,mph,27,Aggressive
83.00200000000041,Engine RPM,5875.0,rpm,27,Aggressive
